place_all, race_no, first, last, age, nation, club, time, medal, category
790 / 756 / 483,17191,Sithembiso, Mbucane,39,RSA,Germiston Callies Harriers,07:43:38,Bill Rowan,M SEN
791 / 757 / 484,30334,Wiehan, Van Der Berg,31,RSA,Secunda Marathon Club,07:43:39,Bill Rowan,M SEN
792 / 758 / 485,19314,Werner, Van Der Berg,38,RSA,Alpha Centurion Runners And Walkers,07:43:39,Bill Rowan,M SEN
793 / 759 / 250,20320,Alfred, Malotana,47,RSA,Nedbank Running Club Eastern Province,07:43:45,Bill Rowan,M VET
794 / 760 / 251,49624,Tyson, Siweya,44,RSA,Carlton Athletic Club,07:43:49,Bill Rowan,M VET
795 / 761 / 252,39156,Bheki,Timothy  Jali,41,RSA,KwaNdengezi Athletic Club,07:43:52,Bill Rowan,M VET
796 / 762 / 486,42621,Ronald, Malapane,31,RSA,Cool Running Athletics Club,07:43:54,Bill Rowan,M SEN
797 / 763 / 253,42139,Mnyamezeli, Nangu,45,RSA,Plettenberg Bay Athletic Club,07:43:54,Bill Rowan,M VET
798 / 764 / 254,42050,Mpho,Romeo  Sekese,40,RSA,Scaw Harriers,07:43:56,Bill Rowan,M VET
798 / 764 / 487,39860,Sithembiso, Sithole,28,RSA,Westville Athletic Club,07:43:56,Bill Rowan,M SEN
800 / 766 / 488,11472,Tebogo, Mokubung,34,RSA,Zonkizizwe Athletic Club,07:44:03,Bill Rowan,M SEN
801 / 767 / 489,36114,Jonas, Ngozo,32,RSA,SAPS - Northern FS,07:44:06,Bill Rowan,M SEN
802 / 768 / 255,30925,Roman, Brueschweiler,41,SUI,Albis Reisen Switzerland,07:44:08,Bill Rowan,M VET
803 / 769 / 490,15385,Karl, Quinn,31,RSA,Rand Road Warriors,07:44:11,Bill Rowan,M SEN
804 / 770 / 491,47242,Andrew, Alexander,35,RSA,Sunninghill Striders Running Club,07:44:12,Bill Rowan,M SEN
805 / 771 / 492,35734,Francois, Nel,36,RSA,Alpha Centurion Runners And Walkers,07:44:15,Bill Rowan,M SEN
806 / 772 / 493,21419,Oudamane,Andries  Metswamere,35,RSA,Boksburg Athletic Club,07:44:26,Bill Rowan,M SEN
807 / 773 / 494,38273,Motingwe, More,38,RSA,Emfuleni Athletic Club,07:44:31,Bill Rowan,M SEN
808 / 774 / 495,28639,Thabani, Mathaba,32,RSA,Mandeni Harriers,07:44:34,Bill Rowan,M SEN
809 / 775 / 496,56125,Jappie, Khotle,40,RSA,Arcelor Mittal Athletic Club  - Vaal Triangle,07:44:45,Bill Rowan,M SEN
810 / 776 / 497,22400,Bruce, Moller,32,RSA,Arcelor Mittal Athletic Club  - Vaal Triangle,07:44:51,Bill Rowan,M SEN
811 / 777 / 256,21856,Wayne, Botha,44,NZL,Takapuna Harriers,07:44:56,Bill Rowan,M VET
812 / 778 / 257,26761,Patrick, Ndobe,44,RSA,Nedbank Running Club Johannesburg,07:44:58,Bill Rowan,M VET
813 / 779 / 258,46737,Luke, Powers,45,RSA,Chappies Running Club,07:45:02,Bill Rowan,M VET
814 / 780 / 498,56217,Mlondolozi, Hlongwa,37,RSA,Nedbank Running Club KZN,07:45:03,Bill Rowan,M SEN
815 / 781 / 259,36211,Abraham,Lekgetha  Moloi,41,RSA,Maluti MultiSport Club,07:45:04,Bill Rowan,M VET
816 / 782 / 499,31831,Mongi, Dzanibe,39,RSA,Carlton Athletic Club,07:45:07,Bill Rowan,M SEN
817 / 783 / 260,10785,Vincent, Ntamo,42,RSA,All Stars Athletics Club,07:45:11,Bill Rowan,M VET
818 / 784 / 261,53927,Arthur, Nziweni,46,RSA,SANDF Athletic Club - Northern Cape,07:45:11,Bill Rowan,M VET
819 / 785 / 500,56346,Dennis, Moleofe,40,RSA,Bophelong Athletics Club,07:45:12,Bill Rowan,M SEN
820 / 786 / 25,38290,Paul, Mabena,51,RSA,Ford Athletic Club,07:45:13,Bill Rowan,M MAS
821 / 787 / 501,47550,Ryno, Meyer,31,RSA,Magnolia Road Runners,07:45:13,Bill Rowan,M SEN
822 / 35 / 11,25779,Davera, Magson,42,RSA,Nedbank Running Club Eastern Province,07:45:15,Bill Rowan,F VET
823 / 788 / 262,29208,Meshack, Mlangeni,44,RSA,Greenstone Hill Running Club,07:45:17,Bill Rowan,M VET
824 / 789 / 502,16548,Netswa, Ngwenya,36,RSA,Team Vitality - CG,07:45:18,Bill Rowan,M SEN
825 / 790 / 263,53419,Lucky, Zuma,44,RSA,Nedbank Running Club KZN,07:45:22,Bill Rowan,M VET
826 / 791 / 264,9304,Innocent, Buthelezi,43,RSA,Ingwavuma District Athletic Club,07:45:23,Bill Rowan,M VET
827 / 792 / 503,15291,Sakhile,Zokwakha  Shezi,25,RSA,Hlonipha Athletic Club,07:45:24,Bill Rowan,M SEN
828 / 36 / 24,37101,Marilyn, Fischer,38,RSA,,07:45:37,Bill Rowan,F SEN
829 / 793 / 26,54652,Welcome, Loliwe,52,RSA,Nedbank Running Club Eastern Province,07:45:47,Bill Rowan,M MAS
830 / 794 / 504,18322,Kori, Seshoene,36,RSA,Team Vitality - CG,07:45:48,Bill Rowan,M SEN
831 / 795 / 265,51440,Bonginkosi, Mayisela,42,RSA,Highway Athletic Club,07:45:56,Bill Rowan,M VET
832 / 796 / 505,36355,Thanduyise,Lindokuhle  Gazu,27,RSA,Umlazi Athletic Club,07:46:21,Bill Rowan,M SEN
833 / 797 / 506,18957,Nelson, Kganyago,34,RSA,Airports Athletic Club,07:46:23,Bill Rowan,M SEN
834 / 798 / 266,36955,Desmond,Tshangisa  Witbooi,45,RSA,Born 2 Run Athletic Club - BOR,07:46:26,Bill Rowan,M VET
835 / 799 / 507,52024,Nhlanhla, Zwane,30,RSA,Maxed - Kwazulu Natal,07:46:32,Bill Rowan,M SEN
836 / 800 / 508,48613,Agent, Moagi,34,RSA,SAPS - Mpumalanga,07:46:40,Bill Rowan,M SEN
837 / 801 / 509,36035,Skhumbuzo, Mkhize,33,RSA,Nedbank Running Club KZN,07:46:41,Bill Rowan,M SEN
838 / 802 / 267,37660,Mndeni, Zulu,40,RSA,Oxford Striders,07:46:43,Bill Rowan,M VET
839 / 803 / 268,39981,Ben, Breyntzis,41,RSA,Rand Athletic Club,07:46:45,Bill Rowan,M VET
840 / 804 / 27,53944,Dumisa, Sibiya,51,RSA,Team Vitality - CG,07:46:47,Bill Rowan,M MAS
841 / 805 / 269,48544,Nanye, Mofokeng,46,RSA,Ricoh Athletic Club,07:46:52,Bill Rowan,M VET
842 / 806 / 270,41144,Abel, Leeuw,46,RSA,Sasolburg Athletic Club,07:46:52,Bill Rowan,M VET
843 / 807 / 510,31728,Nkosinomusa, Xaba,36,RSA,Anglo American Thermal Coal Athletic Club,07:46:57,Bill Rowan,M SEN
844 / 808 / 511,12420,Vusi, Kubheka,33,RSA,KZN Striders,07:47:00,Bill Rowan,M SEN
845 / 809 / 512,36134,Nkosinathi, Khoza,32,RSA,Umfolozi Athletic Club,07:47:14,Bill Rowan,M SEN
846 / 37 / 12,45773,Karen, Sobrino,44,RSA,Amanzimtoti Athletic Club,07:47:15,Bill Rowan,F VET
847 / 810 / 28,52638,Xolani, Mazibuko,51,RSA,Biggarsberg Athletic Club,07:47:15,Bill Rowan,M MAS
848 / 811 / 513,26287,Craig, Buchanan,33,RSA,Pinetown And District Athletic Club,07:47:17,Bill Rowan,M SEN
849 / 812 / 514,29541,Moeketsi, Dlamini,33,RSA,Maluti MultiSport Club,07:47:19,Bill Rowan,M SEN
850 / 38 / 25,32425,Maphuti,Elizabeth  Phaka,38,RSA,Born 2 Run Athletic Club - CG,07:47:24,Bill Rowan,F SEN
851 / 813 / 515,17005,Mthoko, Mvelase,33,RSA,Vertical Spaces Athletics,07:47:32,Bill Rowan,M SEN
852 / 814 / 271,31458,Martin, Keulemans,49,NED,GAC Hilversum,07:47:33,Bill Rowan,M VET
853 / 815 / 272,15339,Mark, Humphreys,50,RSA,Sunninghill Striders Running Club,07:47:34,Bill Rowan,M VET
854 / 816 / 29,28137,Josiah, Makoro,59,RSA,Boksburg Athletic Club,07:47:35,Bill Rowan,M MAS
855 / 817 / 516,12348,Matlou, Majoro Samuel,37,LES,Lesotho - Peoples Runners Club,07:47:37,Bill Rowan,M SEN
856 / 818 / 273,46703,Party,Elias  Simelani,42,RSA,Empangeni Athletics Club,07:47:51,Bill Rowan,M VET
857 / 819 / 517,57789,Lionel, Cronje,35,RSA,Bellville Athletics Club,07:47:55,Bill Rowan,M SEN
858 / 39 / 26,27016,Elmarie, Bezuidenhout,34,RSA,Charlo Athletic Club,07:48:01,Bill Rowan,F SEN
859 / 820 / 518,53273,Mpumelelo, Njubane,34,RSA,Chatsworth Athletic Club,07:48:04,Bill Rowan,M SEN
860 / 821 / 519,33750,Senzo, Miya,40,RSA,Nedbank Running Club KZN,07:48:06,Bill Rowan,M SEN
861 / 822 / 520,59309,Anthony, Mondlane,30,RSA,Airports Athletic Club,07:48:17,Bill Rowan,M SEN
862 / 823 / 521,39160,Muntu, Phamla,40,RSA,Airports Athletic Club,07:48:17,Bill Rowan,M SEN
863 / 824 / 522,30248,Norman, Dhlamini,35,RSA,Nedbank Running Club Johannesburg,07:48:19,Bill Rowan,M SEN
864 / 825 / 274,59351,Tshinyadzo, Mudau,44,RSA,Eskom Athletic Club - Limpopo,07:48:28,Bill Rowan,M VET
865 / 826 / 523,10200,Jiyane,Blessing  Sbusiso,35,RSA,Nedbank Running Club KZN,07:48:32,Bill Rowan,M SEN
866 / 827 / 524,42642,Maropeng,George  Mojela,38,RSA,Polokwane Athletic Club,07:48:35,Bill Rowan,M SEN
867 / 828 / 30,34198,Joe, Mthimunye,51,RSA,Jeppe Quondam Athletic Club,07:48:38,Bill Rowan,M MAS
868 / 829 / 525,28544,Sipho, Phungula,34,RSA,Pietersburg Road Runners,07:48:39,Bill Rowan,M SEN
869 / 830 / 526,56570,Nkosithandile,Sanele  Mvelase,36,RSA,Eskom Athletic Club - KZN,07:48:45,Bill Rowan,M SEN
870 / 831 / 527,34083,Zakhele,James  Khumalo,35,RSA,Nedbank Running Club KZN,07:48:51,Bill Rowan,M SEN
871 / 40 / 27,42243,Iris, Ndlovu,39,RSA,NRB Harriers Athletic Club,07:48:52,Bill Rowan,F SEN
872 / 832 / 275,18330,Gary, Watson,43,RSA,Rand Athletic Club,07:48:55,Bill Rowan,M VET
873 / 41 / 28,33668,Zuziwe, Buthelezi,33,RSA,SAPS Ingwenya,07:48:59,Bill Rowan,F SEN
874 / 833 / 528,34071,Kabelo, Mahlaela,27,RSA,Orlando Athletic Club,07:49:00,Bill Rowan,M SEN
875 / 834 / 276,32395,Sonnyboy, Seleko,41,RSA,CARLETON HARRIERS,07:49:06,Bill Rowan,M VET
876 / 835 / 277,46098,Khulekani, Manqele,40,RSA,Queensburgh Harriers Athletic Club,07:49:06,Bill Rowan,M VET
877 / 836 / 529,42119,Sfiso,Alfred  Ngcobo,38,RSA,SAPS Ingwenya,07:49:11,Bill Rowan,M SEN
878 / 837 / 278,21332,Dirk, Cloete,49,RSA,Irene Athletics Club,07:49:14,Bill Rowan,M VET
879 / 838 / 530,17140,Xolani, Mkhize,36,RSA,Maxed - Kwazulu Natal,07:49:26,Bill Rowan,M SEN
880 / 839 / 531,29644,Sthembiso, Mbhele,35,RSA,Amaqhawe Athletic Club,07:49:37,Bill Rowan,M SEN
881 / 840 / 532,18023,Mashudu,Samuel  Mmbengeni,40,RSA,Bedfordview Country Club Athletics Section,07:49:47,Bill Rowan,M SEN
882 / 841 / 279,35514,Haillew, Samayo,46,RSA,Scaw Harriers,07:49:55,Bill Rowan,M VET
883 / 842 / 533,27626,Mulalo, Tshirumbula,35,RSA,Eskom Athletic Club - CGA,07:50:00,Bill Rowan,M SEN
884 / 843 / 280,43383,Hansley, Weaver,44,RSA,SANDF Athletic Club - WP,07:50:03,Bill Rowan,M VET
885 / 844 / 534,41829,Mario, Meyer,37,RSA,Hartenbos Drawwers,07:50:06,Bill Rowan,M SEN
886 / 845 / 281,37246,Thakabanna, Matela,48,RSA,Arcelor Mittal Saldanha Athletics Club,07:50:08,Bill Rowan,M VET
887 / 846 / 282,49859,Mogale, Piloso,45,RSA,SANDF Athletic Club - WP,07:50:08,Bill Rowan,M VET
888 / 847 / 535,19397,Leandro, Carvalho,32,BRA,BRAZIL,07:50:08,Bill Rowan,M SEN
889 / 848 / 31,25921,David, Kubjana,58,RSA,Polokwane Athletic Club,07:50:09,Bill Rowan,M MAS
890 / 849 / 536,56869,Thembokwakhe, Maphumulo,34,RSA,Phantane Athletic Club,07:50:11,Bill Rowan,M SEN
891 / 850 / 283,56344,Sibusiso, Ngobese,42,RSA,Spar Chesterville Athletic Club,07:50:14,Bill Rowan,M VET
892 / 851 / 537,33401,Keikitse,George  Mosiatlhaga,35,RSA,Nedbank Running Club Gauteng North,07:50:15,Bill Rowan,M SEN
893 / 852 / 284,47577,Tebogo, Seroka,47,RSA,Tshwane Athletic Club,07:50:24,Bill Rowan,M VET
894 / 853 / 285,30751,Magnus, Michelsson,48,AUS,,07:50:28,Bill Rowan,M VET
894 / 853 / 285,7503,Tiaan, Conradie,41,RSA,Brooks Running Club,07:50:28,Bill Rowan,M VET
896 / 855 / 287,58501,Lucky, Chiya,42,RSA,Maxed - Kwazulu Natal,07:50:31,Bill Rowan,M VET
897 / 856 / 288,16776,Derrick, Dimba,41,RSA,Nedbank Running Club Johannesburg,07:50:38,Bill Rowan,M VET
898 / 857 / 538,56577,Sandile,Aloise  Gumede,38,RSA,Standard Bank Athletic Club - CG,07:50:39,Bill Rowan,M SEN
899 / 858 / 289,34329,Moris, Maiga,42,RSA,Run Walk For Life - MPL,07:50:48,Bill Rowan,M VET
900 / 859 / 290,34189,Ryan, Mitchell,40,RSA,Westville Athletic Club,07:50:53,Bill Rowan,M VET
901 / 860 / 539,59314,Tumelo, Mosia,37,RSA,Run Walk For Life - CG,07:50:56,Bill Rowan,M SEN
902 / 861 / 291,16045,Gary, Smith,49,RSA,Jeppe Quondam Athletic Club,07:50:57,Bill Rowan,M VET
903 / 862 / 540,27603,Philemon,Delani  Zuma,40,RSA,Correctional Services  - KZN,07:51:10,Bill Rowan,M SEN
904 / 863 / 541,51137,Zibongele, Xulu,37,RSA,Esikhaleni Athletic Club,07:51:11,Bill Rowan,M SEN
905 / 864 / 542,16502,Sifiso,Daniel  Khumalo,31,RSA,Germiston Callies Harriers,07:51:15,Bill Rowan,M SEN
906 / 865 / 292,55034,Thomas, Maluleke,43,RSA,Hoerskool Randburg Athletics Club,07:51:17,Bill Rowan,M VET
907 / 866 / 32,37114,Jeffrey, Mires,53,USA,Racers and Pacers,07:51:23,Bill Rowan,M MAS
908 / 867 / 33,18556,Zolani, Ntsodo,53,RSA,SANDF Athletic Club - WP,07:51:28,Bill Rowan,M MAS
909 / 868 / 543,31488,Alfred,Ratlou  Ngoasheng,37,RSA,Polokwane Athletic Club,07:51:31,Bill Rowan,M SEN
910 / 869 / 544,33219,Xolisa, Ntombini,31,RSA,SABC Athletic Club,07:51:38,Bill Rowan,M SEN
911 / 870 / 293,12291,Fortune, Howard,41,RSA,Anglo American Thermal Coal Athletic Club,07:51:39,Bill Rowan,M VET
912 / 871 / 545,17805,Jabulani, Khanyile,34,RSA,Nedbank Running Club KZN,07:51:39,Bill Rowan,M SEN
913 / 872 / 546,35200,Ernest, Mngomezulu,31,RSA,CSIR Running Club,07:51:40,Bill Rowan,M SEN
914 / 873 / 294,41775,Sipho, Mhaga,43,RSA,Total Athletic Club,07:51:41,Bill Rowan,M VET
915 / 874 / 547,33723,Jimmy,Dean  Freeman,40,USA,,07:51:42,Bill Rowan,M SEN
916 / 875 / 548,18704,Dylan, Burgess,36,RSA,Wanderers Athletic Club,07:51:48,Bill Rowan,M SEN
917 / 876 / 549,56491,Eugene, Van Der Merwe,36,RSA,Celtic Harriers,07:51:51,Bill Rowan,M SEN
918 / 877 / 550,21091,Michael, Hodgson,33,RSA,Atlantic Athletic Club,07:51:54,Bill Rowan,M SEN
919 / 878 / 551,37433,Mbizeni, Samdebeko,39,RSA,Dolphin Coast Striders,07:51:55,Bill Rowan,M SEN
920 / 879 / 552,50550,Schalk, Liebenberg,30,RSA,Irene Athletics Club,07:51:56,Bill Rowan,M SEN
921 / 880 / 295,11497,Mzamani,Derick  Maluleke,43,RSA,KNP Krugerpark (Skukuza) Marathon Club,07:52:03,Bill Rowan,M VET
922 / 881 / 296,10972,Richard, Hall,45,HKG,ANTS,07:52:03,Bill Rowan,M VET
923 / 882 / 553,17111,Adrien,Khumbulani  Goba,33,RSA,Westville Athletic Club,07:52:04,Bill Rowan,M SEN
924 / 883 / 554,27123,Jacob, Ratlhogo,39,RSA,Tuks Athletic Club,07:52:06,Bill Rowan,M SEN
925 / 884 / 297,56915,Sekgothe, Malaka,42,RSA,Moretele Athletic Club,07:52:06,Bill Rowan,M VET
926 / 885 / 298,55812,Bongani, Ngobese,42,RSA,Osizweni,07:52:09,Bill Rowan,M VET
927 / 886 / 555,36066,Sifiso, Vezi,38,RSA,Maritzburg City Athletic Club,07:52:12,Bill Rowan,M SEN
928 / 887 / 34,56127,Wilton, Mbatha,51,RSA,Nongoma Athletic Club,07:52:12,Bill Rowan,M MAS
929 / 888 / 556,53406,Mfanafuthi, Manhique,36,RSA,Dolphin Coast Striders,07:52:13,Bill Rowan,M SEN
930 / 889 / 557,50919,Mziwamadoda, Mdlozini,40,RSA,Ixopo Athletic Club,07:52:14,Bill Rowan,M SEN
931 / 890 / 35,31649,Elias, Mandleni,55,RSA,Eskom Athletic Club - MPU,07:52:22,Bill Rowan,M MAS
932 / 891 / 558,19040,Eric, Foendien,38,RSA,Graaff-Reinet Running Club,07:52:23,Bill Rowan,M SEN
933 / 892 / 299,15097,Barrie, Knox-Davies,43,RSA,Savages Athletic Club,07:52:24,Bill Rowan,M VET
934 / 893 / 559,36265,Siboniso, Hlophe,37,RSA,Phuma KZN,07:52:28,Bill Rowan,M SEN
935 / 894 / 560,33212,James,Murray  Codner,24,RSA,GETFIT Athletic Club,07:52:30,Bill Rowan,M SEN
936 / 895 / 300,51265,Michael, Somakepu,45,RSA,Mtubatuba Athletic Club,07:52:30,Bill Rowan,M VET
937 / 896 / 301,23466,Jeff, Gradwell,41,RSA,Hillcrest Villagers Athletic Club,07:52:30,Bill Rowan,M VET
937 / 896 / 561,34179,Mduduzi, Sangweni,23,RSA,,07:52:30,Bill Rowan,M SEN
939 / 898 / 562,34448,Qalisani, Sibanda,36,ZIM,Diepsloot Athletic Club,07:52:33,Bill Rowan,M SEN
940 / 899 / 302,48557,Johannes, Sibande,43,RSA,Bethal Marathon Klub,07:52:41,Bill Rowan,M VET
941 / 900 / 563,28240,Nkhetheni, Ratshihule,33,RSA,,07:52:53,Bill Rowan,M SEN
942 / 901 / 564,14628,Phumzane, Ntuli,33,RSA,Sodwana Athletic Club,07:53:01,Bill Rowan,M SEN
943 / 902 / 565,10659,Zakhele, Ndawula,34,RSA,Kwa-Mashu Athletic Club,07:53:17,Bill Rowan,M SEN
944 / 903 / 36,43600,Samuel, Pooe,52,RSA,Soweto Athletic Club,07:53:20,Bill Rowan,M MAS
945 / 42 / 29,45474,Vicky, Cotter,35,RSA,Wanderers Athletic Club,07:53:21,Bill Rowan,F SEN
946 / 904 / 566,33720,Matthew, Bennett,28,GBR,Southampton AC,07:53:25,Bill Rowan,M SEN
947 / 905 / 303,6716,Elbard, Mbatha,46,RSA,Ladysmith Athletic Club,07:53:26,Bill Rowan,M VET
948 / 906 / 304,25484,Ferran, De Torres Burgos,49,ESP,CA Runners Tarragona,07:53:28,Bill Rowan,M VET
949 / 907 / 37,54463,Elfas, Maphanga,52,RSA,Nedbank Running Club Gauteng North,07:53:37,Bill Rowan,M MAS
950 / 908 / 567,29499,Philangezwi, Cele,32,RSA,Chiltern Athletic Club,07:53:46,Bill Rowan,M SEN
951 / 909 / 305,25498,Takalane,Charles  Selowa,42,RSA,Eskom Athletic Club - Limpopo,07:53:56,Bill Rowan,M VET
952 / 910 / 568,30384,Simphiwe,Emmanuel  Ngcobo,33,RSA,Vertical Spaces Athletics,07:53:57,Bill Rowan,M SEN
953 / 911 / 306,34165,Nicholas, Mpontshane,42,RSA,Sanlam Athletic Club,07:53:58,Bill Rowan,M VET
954 / 43 / 30,17829,Anel, Van Wyk,37,RSA,Nedbank Running Club SWD,07:54:02,Bill Rowan,F SEN
955 / 912 / 569,36540,Craig, Bruinders,40,RSA,Multichoice Athletic Club,07:54:04,Bill Rowan,M SEN
956 / 913 / 307,29546,Tlhalefo, Ntlama,43,LES,Harmony Striders Virginia,07:54:05,Bill Rowan,M VET
957 / 914 / 38,30149,Matthews, Ramoshaba,53,RSA,Wingate Road Runners,07:54:09,Bill Rowan,M MAS
958 / 915 / 308,32775,Iurii, Shurov,42,RUS,,07:54:14,Bill Rowan,M VET
959 / 916 / 570,28322,Jaco, Wilkinson,38,RSA,Magnolia Road Runners,07:54:14,Bill Rowan,M SEN
960 / 917 / 571,28379,Liau, Mathibe,40,RSA,Correctional Services - Grootvlei,07:54:17,Bill Rowan,M SEN
961 / 918 / 572,33507,Hendry, Dibakwane,37,RSA,Legogote Villagers,07:54:24,Bill Rowan,M SEN
962 / 919 / 573,31062,Shaun, Saraiva,33,RSA,Team Vitality - CG,07:54:26,Bill Rowan,M SEN
963 / 920 / 574,25536,Glaucio, Monte Mor E Silva,38,BRA,UltraMove,07:54:27,Bill Rowan,M SEN
964 / 921 / 575,40385,Xolani, Hlatshwayo,34,RSA,Born 2 Run Athletic Club - CG,07:54:28,Bill Rowan,M SEN
965 / 922 / 576,53802,Freedom, Shezi,33,RSA,NRB Harriers Athletic Club,07:54:33,Bill Rowan,M SEN
966 / 923 / 577,41492,Doug, Laburn,34,RSA,Rand Athletic Club,07:54:33,Bill Rowan,M SEN
967 / 924 / 39,5137,Manuel, Alves,56,RSA,Carleton Harriers,07:54:40,Bill Rowan,M MAS
967 / 924 / 578,10372,Bruno, Santos,39,POR,,07:54:40,Bill Rowan,M SEN
969 / 926 / 579,49438,Justin, Chirozvi,40,RSA,Team Vitality - CG,07:54:40,Bill Rowan,M SEN
970 / 927 / 309,55276,Trevor, Locker,46,RSA,Fourways Road Runners,07:54:40,Bill Rowan,M VET
971 / 928 / 40,24182,Katlholo, Moremong,56,RSA,Union Marathon Club,07:54:41,Bill Rowan,M MAS
972 / 44 / 13,45475,Belinda-Leigh, Hickman Mosdell,46,RSA,Harlequin Harriers,07:54:41,Bill Rowan,F VET
973 / 929 / 310,48980,David, Sekhula,48,RSA,Nedbank Running Club Gauteng North,07:54:41,Bill Rowan,M VET
974 / 930 / 580,11928,Katlego, Modirwa,29,RSA,Madibogo Athletic Club,07:54:46,Bill Rowan,M SEN
975 / 931 / 311,53234,Michael, Kirkby,45,RSA,Jeppe Quondam Athletic Club,07:54:47,Bill Rowan,M VET
976 / 932 / 581,45787,James, Whitaker,32,RSA,Rand Athletic Club,07:54:48,Bill Rowan,M SEN
977 / 933 / 312,32262,Mark, Lapedus,40,RSA,Rocky Road Runners Club,07:54:53,Bill Rowan,M VET
978 / 934 / 313,28450,Simon, Mabula,43,RSA,Randburg Harriers,07:54:53,Bill Rowan,M VET
979 / 935 / 582,35944,Linda,Nhlanhla  Mkhize,33,RSA,Sydenham Sport Club,07:54:54,Bill Rowan,M SEN
980 / 936 / 41,27105,Abel, Mavunda,54,RSA,SAPS - CG,07:54:57,Bill Rowan,M MAS
981 / 937 / 583,15928,Kabelo, Tshukudu,31,RSA,Capital City Active Athletic Club,07:55:05,Bill Rowan,M SEN
982 / 938 / 584,27682,Phumzile, Xakeka,40,RSA,Krugersdorp Road Runners,07:55:08,Bill Rowan,M SEN
983 / 939 / 585,10520,Salih, Solomon,36,RSA,Lion of Africa Insurance Itheko Sport AC,07:55:08,Bill Rowan,M SEN
984 / 940 / 314,37147,Molahlehi, Ishmael,45,RSA,Military Sport Club ? Oudtshoorn,07:55:09,Bill Rowan,M VET
985 / 941 / 315,37904,Johan, Oosthuizen,43,RSA,Nedbank Running Club Gauteng North,07:55:11,Bill Rowan,M VET
986 / 942 / 42,41632,Danie, Bekker,53,RSA,Rooies Athletic Club,07:55:11,Bill Rowan,M MAS
987 / 45 / 31,59670,Nadine, Breytenbach,39,RSA,Irene Athletics Club,07:55:12,Bill Rowan,F SEN
988 / 943 / 586,35566,Thulani, Moloi,35,RSA,Honey Lotus Athletics Club,07:55:15,Bill Rowan,M SEN
989 / 944 / 587,14894,Brendon, Leask,32,RSA,West Coast Athletic Club,07:55:18,Bill Rowan,M SEN
990 / 945 / 43,33894,Mandlenkosi, Ngqunge,51,RSA,Nedbank Running Club Western Province,07:55:19,Bill Rowan,M MAS
990 / 945 / 588,32250,Mjabulisi, Gumede,29,RSA,Nongoma Athletic Club,07:55:19,Bill Rowan,M SEN
992 / 947 / 316,56633,Mmbengeni, Masala,42,RSA,Jeppe Quondam Athletic Club,07:55:26,Bill Rowan,M VET
993 / 948 / 589,22239,Oswald, Singano,36,RSA,Fish Hoek Athletic Club,07:55:39,Bill Rowan,M SEN
994 / 949 / 44,2815,Johan, Van Staden,53,RSA,Kempton Road Runners,07:55:43,Bill Rowan,M MAS
995 / 46 / 14,48489,Vanessa, Bowman,47,RSA,Kempton Road Runners,07:55:43,Bill Rowan,F VET
996 / 950 / 317,27070,Mbongiseni,Abednigo  Shongwe,49,RSA,Anglo American Thermal Coal Athletic Club,07:55:48,Bill Rowan,M VET
996 / 950 / 317,31388,Christian, Keller,48,SUI,,07:55:48,Bill Rowan,M VET
998 / 952 / 45,50297,Diteko,Edward  Matlhatsi,50,RSA,Vaal Reefs Marathon Club,07:55:51,Bill Rowan,M MAS
999 / 953 / 590,29895,Mulalo, Nenungwi,34,RSA,Faranani Athletic Club,07:55:52,Bill Rowan,M SEN
1000 / 954 / 591,32528,Paul,Makgabo  Mojela,33,RSA,Nedbank Running Club Soweto,07:55:52,Bill Rowan,M SEN
1001 / 955 / 46,56749,Simon, Ramashapa,51,RSA,Corobrik Athletic Club,07:55:54,Bill Rowan,M MAS
1002 / 956 / 592,34362,Keith, Byrne,37,IRL,,07:55:57,Bill Rowan,M SEN
1003 / 957 / 47,40460,Thembinkosi, Lembede,55,RSA,Maxed - Kwazulu Natal,07:55:58,Bill Rowan,M MAS
1004 / 958 / 319,41030,Masangwana, Simphiwe,44,RSA,Eskom Athletic Club - KZN,07:56:02,Bill Rowan,M VET
1005 / 47 / 32,10855,Kaoma, Chileshe,36,RSA,Aerobics 4 All,07:56:04,Bill Rowan,F SEN
1006 / 959 / 593,32817,Sandile,Martin  Mdladla,36,RSA,Nedbank Running Club KZN,07:56:11,Bill Rowan,M SEN
1007 / 960 / 594,15765,Khulekani, Ntshangase,32,RSA,Nedbank Running Club KZN,07:56:12,Bill Rowan,M SEN
1008 / 961 / 595,25243,Christian, Lindsey,29,RSA,Athletics Club Eersterust,07:56:17,Bill Rowan,M SEN
1009 / 962 / 320,39949,Michael, Williams,44,RSA,Athletics Club Eersterust,07:56:17,Bill Rowan,M VET
1010 / 963 / 48,38000,Pule, Leepo,52,RSA,Harmony Striders Virginia,07:56:21,Bill Rowan,M MAS
1011 / 964 / 596,31048,Khumbulani, Magcaba,38,RSA,Gods Golden Acre Athletic Club,07:56:24,Bill Rowan,M SEN
1012 / 965 / 49,49311,Nkosiyethu, Nala,50,RSA,Standard Bank Athletic Club - CG,07:56:28,Bill Rowan,M MAS
1013 / 966 / 597,18284,Madimetsa,David  Mothapo,38,RSA,Varsity Kudus,07:56:34,Bill Rowan,M SEN
1014 / 48 / 33,41847,Nokholo, Hlezupondo,37,RSA,SANDF Athletic Club - EP,07:56:36,Bill Rowan,F SEN
