place_all, race_no, first, last, age, nation, club, time, medal, category
1 / 1 / 1,54915,David, Gatebe,35,RSA,TomTom Athletics Club - North West North,05:18:19,Gold,M SEN
2 / 2 / 2,45047,Ludwick, Mamabolo,39,RSA,Nedbank Running Club Gauteng North,05:24:05,Gold,M SEN
3 / 3 / 3,31020,Bongmusa, Mthembu,33,RSA,Arthur Ford AC,05:26:39,Gold,M SEN
4 / 4 / 4,54135,Mike, Fokoroni,39,ZIM,Nedbank Running Club International,05:35:09,Gold,M SEN
5 / 5 / 5,29889,Rufus, Photo,36,RSA,Pietersburg Road Runners,05:35:40,Gold,M SEN
6 / 6 / 1,46216,Claude, Moshiywa,42,RSA,Nedbank Running Club Gauteng North,05:36:25,Gold,M VET
7 / 7 / 6,21367,Siphiwe, Ndlela,27,RSA,Nedbank Running Club KZN,05:36:56,Gold,M SEN
8 / 8 / 7,25883,Max, King,36,USA,Nedbank Running Club International,05:37:27,Gold,M SEN
9 / 9 / 2,56834,Charles,Dibate  Tjiane,42,RSA,Maxed - Kwazulu Natal,05:37:40,Gold,M VET
10 / 10 / 8,27026,Mncedisi, Mkhize,36,RSA,Maxed - Kwazulu Natal,05:38:34,Gold,M SEN
11 / 11 / 9,14891,Teboho, Sello,37,LES,Maxed - Kwazulu Natal,05:39:37,Wally Hayward,M SEN
12 / 12 / 10,36557,Chimbidzikai, Andrew,38,ZIM,FAST WAY AC,05:42:49,Wally Hayward,M SEN
13 / 13 / 3,13790,Marko, Mambo,45,ZIM,Maxed - Kwazulu Natal,05:45:08,Wally Hayward,M VET
14 / 14 / 4,34081,Fritjof, Fagerlund,42,SWE,Nedbank Running Club International,05:45:25,Wally Hayward,M VET
15 / 15 / 11,59261,Mzwanele, Mlatsha,40,RSA,Bluewater Bay RR Club,05:45:58,Wally Hayward,M SEN
16 / 16 / 12,52634,Lucas, Nonyana,37,RSA,Maxed - Kwazulu Natal,05:46:53,Wally Hayward,M SEN
17 / 17 / 13,45244,Luzuko, Mdeliswa,34,RSA,Arthur Ford AC,05:48:15,Wally Hayward,M SEN
18 / 18 / 14,26805,Renier, Grobler,33,RSA,Nedbank Running Club Gauteng North,05:49:53,Wally Hayward,M SEN
19 / 19 / 15,16721,Brendan, Davies,39,AUS,,05:53:55,Wally Hayward,M SEN
20 / 20 / 16,53711,Thulane, Magagula,40,RSA,KPMG Running Club - CG,05:56:26,Wally Hayward,M SEN
21 / 21 / 17,13592,Malusi, Dlomo,30,RSA,Nedbank Running Club KZN,05:58:06,Wally Hayward,M SEN
22 / 22 / 5,13892,Jonas, Buud,42,SWE,Nedbank Running Club International,05:58:17,Wally Hayward,M VET
23 / 23 / 18,39779,Peter, Muthubi,35,RSA,Maxed - Kwazulu Natal,05:58:37,Wally Hayward,M SEN
24 / 24 / 19,33059,Thabo, Nkuna,37,RSA,KPMG Running Club - CG,05:59:20,Wally Hayward,M SEN
25 / 25 / 20,53883,Gordon, Lesetedi,31,RSA,TomTom Athletics Club - North West North,05:59:38,Wally Hayward,M SEN
26 / 26 / 6,47411,Harmans, Mokgadi,41,RSA,Nedbank Running Club Gauteng North,05:59:39,Wally Hayward,M VET
27 / 27 / 21,54638,Eric, Ngubane,34,RSA,Nedbank Running Club KZN,06:00:44,Silver,M SEN
28 / 28 / 7,17716,Ruben, Setumu,48,RSA,Nedbank Running Club Gauteng North,06:01:40,Silver,M VET
29 / 29 / 22,36361,Siyabonga, Dingile,30,RSA,Nedbank Running Club Gauteng North,06:02:35,Silver,M SEN
30 / 30 / 23,51488,Mzwenkosi, Mjaja,27,RSA,Nedbank Running Club KZN,06:04:21,Silver,M SEN
31 / 31 / 24,28133,Thapelo, Leseyane,35,RSA,Rand Athletic Club,06:04:28,Silver,M SEN
32 / 32 / 25,37508,Zach, Bitter,30,USA,Nedbank Running Club International,06:05:52,Silver,M SEN
33 / 33 / 26,21039,Bongani, Mdletshe,30,RSA,NRB Harriers Athletic Club,06:06:05,Silver,M SEN
34 / 34 / 8,24191,Petoro, Gaebetse,42,RSA,TomTom Athletics Club - North West North,06:06:18,Silver,M VET
35 / 35 / 9,14084,Fusi,Fanyan  Nhlapo,45,RSA,KPMG Running Club - CG,06:06:20,Silver,M VET
36 / 36 / 27,33872,Themba, Mthembu,39,RSA,Maxed - Kwazulu Natal,06:06:59,Silver,M SEN
37 / 37 / 28,32625,Jacob, Seduma,37,RSA,Pietersburg Road Runners,06:07:19,Silver,M SEN
38 / 38 / 29,29483,Timothy, Munzhelele,29,RSA,Pietersburg Road Runners,06:07:19,Silver,M SEN
39 / 39 / 30,42748,Bongani, Msimango,32,RSA,Vryheid Athletics Club,06:09:03,Silver,M SEN
40 / 40 / 10,10294,Richard, Dlamini,47,RSA,Phuma KZN,06:09:11,Silver,M VET
41 / 41 / 31,18289,Gift, Kelehe,35,RSA,TomTom Athletics Club - North West North,06:09:41,Silver,M SEN
42 / 42 / 32,17522,Fanie, Matshipa,39,RSA,Samancor Chrome Marathon Club - Limpopo,06:09:41,Silver,M SEN
43 / 43 / 33,27248,Samuel, Mashishi,31,RSA,Fitness From Africa Athletic Club,06:10:24,Silver,M SEN
44 / 44 / 34,22610,Mbuyiseli, Mema,38,RSA,Nedbank Running Club Eastern Province,06:10:57,Silver,M SEN
45 / 45 / 11,13562,Malefetsane, Nkhi,42,RSA,Zwakala Athletics Club,06:11:44,Silver,M VET
46 / 46 / 35,58248,Sfiso, Chili,29,RSA,NRB Harriers Athletic Club,06:14:14,Silver,M SEN
47 / 47 / 36,11008,Vusi, Sokhela,39,RSA,Maxed - Kwazulu Natal,06:14:45,Silver,M SEN
48 / 48 / 37,21931,Dumsani, Dlamini,30,SWZ,Ingwavuma District Athletic Club,06:14:56,Silver,M SEN
49 / 49 / 38,57246,Sam, Munyai,36,RSA,Nedbank Running Club Gauteng North,06:16:53,Silver,M SEN
50 / 50 / 12,42950,Kirsten, Leemans,45,RSA,Fourways Road Runners,06:17:10,Silver,M VET
51 / 51 / 13,13772,Jabulani,Edward  Mabaso,44,RSA,Mandeni Harriers,06:18:04,Silver,M VET
52 / 52 / 39,16480,Nkosinathi, Mthalane,32,RSA,SAPS Ingwenya,06:18:05,Silver,M SEN
53 / 53 / 40,19821,Kwakhiwakwawo,Robert  Ngubane,39,RSA,Maxed - Kwazulu Natal,06:18:29,Silver,M SEN
54 / 54 / 41,26917,Mthetheleli, Myaka,31,RSA,Ntunjambili Athletic Club,06:18:41,Silver,M SEN
55 / 55 / 42,28492,Thanda, Mthembu,35,RSA,Nedbank Running Club KZN,06:19:11,Silver,M SEN
56 / 56 / 14,52616,Ntheleng, Mosime,41,RSA,Cool Running Athletics Club,06:19:38,Silver,M VET
57 / 57 / 15,51910,Reginald, Ngobese,50,RSA,Gauteng Striders,06:19:55,Silver,M VET
58 / 58 / 16,13640,Andrew, Tuckey,40,AUS,,06:19:57,Silver,M VET
59 / 59 / 43,51475,Best, Ngwenya,38,RSA,Nedbank Running Club Gauteng North,06:20:53,Silver,M SEN
60 / 60 / 44,23286,Lympson, Maifo,38,RSA,Nedbank Running Club Gauteng North,06:20:59,Silver,M SEN
61 / 61 / 45,37442,Kopano,Peter  Muso,36,RSA,Colossus Aerobic Athletic Club,06:22:42,Silver,M SEN
62 / 62 / 17,53729,Judas, Ntuli,45,RSA,Magnolia Road Runners,06:23:26,Silver,M VET
63 / 63 / 46,58655,Lovemore, Chabata,37,ZIM,Maxed - Kwazulu Natal,06:23:43,Silver,M SEN
64 / 64 / 47,19750,Reuben, Maapola,37,RSA,Nedbank Running Club Gauteng North,06:24:25,Silver,M SEN
65 / 65 / 48,12179,Nqamulela,Desmond  Gumede,30,RSA,Maxed - Kwazulu Natal,06:24:34,Silver,M SEN
66 / 66 / 49,36389,Nkosi, Ntuli,33,RSA,Scottburgh Athletic Club,06:24:36,Silver,M SEN
67 / 67 / 50,19671,Mandlenkosi, Dumakude,38,RSA,Arthur Ford AC,06:24:37,Silver,M SEN
68 / 68 / 51,39534,Ian, Sharman,36,GBR,Altra Running,06:25:38,Silver,M SEN
69 / 69 / 18,10936,Nic, De Beer,43,RSA,KPMG Running Club - WP,06:25:40,Silver,M VET
70 / 70 / 52,31281,Christopher, Cherry,30,RSA,Varsity Kudus,06:25:45,Silver,M SEN
71 / 1 / 1,42795,Charne, Bosman,41,RSA,Nedbank Running Club Gauteng North,06:25:55,Gold,F VET
72 / 71 / 53,48662,Sifundo, Dlamini,33,RSA,Nedbank Running Club KZN,06:27:20,Silver,M SEN
73 / 72 / 54,30530,Velani, Sosibo,38,RSA,Maxed - Kwazulu Natal,06:28:05,Silver,M SEN
74 / 73 / 55,14198,Nick, Bester,27,RSA,KPMG Running Club - CG,06:28:52,Silver,M SEN
75 / 74 / 56,27826,Thulani, Duma,36,RSA,Nedbank Running Club KZN,06:29:34,Silver,M SEN
76 / 75 / 57,43423,Khubulani, Zondo,40,RSA,Nedbank Running Club Gauteng North,06:29:45,Silver,M SEN
77 / 2 / 1,24381,Caroline, Wostmann,33,RSA,KPMG Running Club - AGN,06:30:44,Gold,F SEN
78 / 76 / 58,59834,Andrias, Telang,39,LES,Nedbank Running Club KZN,06:30:47,Silver,M SEN
79 / 77 / 19,22211,Tsepo, Lekoa,41,LES,Brooks Athletics Club,06:31:41,Silver,M VET
80 / 78 / 59,11646,Billy, Makate,37,RSA,Arcadia Running Club,06:32:32,Silver,M SEN
81 / 79 / 60,22218,Joseph, Giyani,39,RSA,Chappies Running Club,06:32:34,Silver,M SEN
82 / 80 / 61,28360,Mthandazo, Qhina,39,RSA,Nedbank Running Club Western Province,06:33:17,Silver,M SEN
83 / 81 / 62,56756,Abram, Retshedisitswe,38,RSA,KPMG Running Club - CG,06:34:12,Silver,M SEN
84 / 82 / 63,36521,Mdumiseni, Zondi,37,RSA,Save Orion Athletic Club,06:34:15,Silver,M SEN
85 / 83 / 20,22222,Joseph, Tutubala,45,RSA,Anglo American Thermal Coal Athletic Club,06:34:29,Silver,M VET
86 / 84 / 21,34020,Johnny, Young,42,RSA,Run Walk for Life NW Rustenburg,06:35:21,Silver,M VET
87 / 85 / 64,25910,Jerry, Rakau,32,RSA,Fitness From Africa Athletic Club,06:35:44,Silver,M SEN
88 / 86 / 22,49863,Ernest,Leboka  Noto,45,LES,Modikwa Marathon Club,06:36:05,Silver,M VET
89 / 87 / 23,29142,Mthoko, Ndwandwe,41,RSA,Phuma KZN,06:36:38,Silver,M VET
90 / 88 / 65,51125,Jairzinho, Mokoena,38,RSA,Nedbank Running Club LVCC Nelspruit,06:36:46,Silver,M SEN
91 / 89 / 66,16357,Thabiso,Casewell  Bontsi,31,RSA,Honey Lotus Athletics Club,06:36:59,Silver,M SEN
92 / 90 / 24,28008,Thipe,Joseph  Thoka,42,RSA,Nedbank Running Club Johannesburg,06:37:06,Silver,M VET
93 / 91 / 67,30404,Julius, Mdluli,28,RSA,Rocky Road Runners Club,06:37:11,Silver,M SEN
94 / 92 / 68,49080,Victor, Ngubelanga,39,RSA,Maxed - Kwazulu Natal,06:37:26,Silver,M SEN
95 / 93 / 69,37024,Patrick, Kanyane,37,RSA,Nedbank Running Club Gauteng North,06:37:35,Silver,M SEN
96 / 94 / 70,13838,Ayanda, Ntshayisa,32,RSA,Nedbank Running Club KZN,06:37:55,Silver,M SEN
97 / 95 / 71,13143,Eugene, Van Der Westhuizen,28,RSA,Boksburg Athletic Club,06:38:01,Silver,M SEN
98 / 96 / 25,49713,Alastair, Leslie,41,GBR,Stella Athletic Club,06:38:09,Silver,M VET
99 / 97 / 72,29815,Andries, Malete,31,RSA,Polokwane Athletic Club,06:38:14,Silver,M SEN
100 / 98 / 73,3288,Mthokozisi, Mbokombela,32,RSA,Nedbank Running Club KZN,06:38:34,Silver,M SEN
101 / 3 / 2,32489,Kajsa, Berg,37,SWE,Nedbank Running Club International,06:39:04,Gold,F SEN
102 / 99 / 26,16745,Jabulani, Nkabinde,42,RSA,Bedfordview Country Club Athletics Section,06:39:14,Silver,M VET
103 / 100 / 74,45023,Warren, Kidgell,38,RSA,Hillcrest Villagers Athletic Club,06:39:34,Silver,M SEN
104 / 101 / 75,37421,Jan, Mokwena,32,RSA,Ampa Athletic Club,06:40:23,Silver,M SEN
105 / 102 / 76,53444,Mlungisi, Ntenga,39,RSA,Ethekwini Athletic Club,06:40:38,Silver,M SEN
106 / 103 / 77,55890,Simphiwe, Mfowentsizwa,29,RSA,Nedbank Running Club KZN,06:40:42,Silver,M SEN
107 / 104 / 78,37920,Thandabantu, Rhafuza,35,RSA,Nedbank Running Club KZN,06:40:47,Silver,M SEN
108 / 105 / 79,48397,Petrus, Mabogola,28,RSA,SANDF Athletic Club - NWC,06:40:55,Silver,M SEN
109 / 106 / 80,51741,Petrus, Moeletsane,39,RSA,Honey Lotus Athletics Club,06:41:19,Silver,M SEN
110 / 107 / 81,21121,Nkosinathi, Zwane,34,RSA,Mtubatuba Athletic Club,06:41:30,Silver,M SEN
111 / 108 / 82,33130,Christopher, Ashford,35,GBR,BRAT,06:41:39,Silver,M SEN
112 / 109 / 83,26450,Sandile, Blose,28,RSA,Mtubatuba Athletic Club,06:41:42,Silver,M SEN
113 / 110 / 27,57098,Lesiba, Molomo,42,RSA,Pietersburg Road Runners,06:41:51,Silver,M VET
114 / 111 / 28,20452,Farnese, Da Silva,47,BRA,,06:41:53,Silver,M VET
115 / 112 / 29,56157,Patrick,Tshilidzi  Mukwevho,44,RSA,Ricoh Athletic Club,06:41:58,Silver,M VET
116 / 113 / 30,27881,Zenzele,Maxwell  Ngwazi,41,RSA,Nedbank Running Club KZN,06:42:00,Silver,M VET
117 / 114 / 31,50414,Sandile, Makhaye,42,RSA,Phuma KZN,06:42:12,Silver,M VET
118 / 115 / 32,37435,Sithembiso, Sindane,44,RSA,Phuma KZN,06:42:12,Silver,M VET
119 / 116 / 33,25197,Peter, Medupe,41,RSA,Nedbank Running Club Gauteng North,06:42:14,Silver,M VET
120 / 117 / 84,31878,Ayanda, Mlotshwa,35,RSA,Maxed - Kwazulu Natal,06:42:17,Silver,M SEN
121 / 118 / 85,15141,Cebo,Moses  Mkize,38,RSA,Nedbank Running Club KZN,06:42:34,Silver,M SEN
122 / 119 / 34,34258,Meshack, Monareng,43,RSA,Cool Running Athletics Club,06:42:34,Silver,M VET
123 / 4 / 3,34351,Sarah, Bard,32,USA,Nedbank Running Club International,06:42:35,Gold,F SEN
124 / 120 / 86,13954,Bayede, Mzobe,30,RSA,Nedbank Running Club KZN,06:42:42,Silver,M SEN
125 / 121 / 87,32547,Sbonelo, Dlangamandla,24,RSA,Rocky Road Runners Club,06:42:43,Silver,M SEN
126 / 122 / 35,17084,Patrik, Verme,42,SWE,Torsby Löparklubb,06:42:47,Silver,M VET
127 / 123 / 1,17274,Lazarus, Seroka,51,RSA,Run Walk For Life - Limpopo,06:42:47,Silver,M MAS
128 / 124 / 88,33489,Muzi, Madikwa,34,RSA,Save Orion Athletic Club,06:43:05,Silver,M SEN
129 / 125 / 36,23063,Thomas, Mkansi,41,RSA,Fitness From Africa Athletic Club,06:43:07,Silver,M VET
130 / 5 / 4,38449,Yolande, Maclean,38,RSA,Born 2 Run Athletic Club - CG,06:43:24,Gold,F SEN
131 / 126 / 2,6845,Shaun, Meiklejohn,55,RSA,Save Orion Athletic Club,06:43:29,Silver,M MAS
132 / 127 / 37,53889,Simon, Mphulanyane,46,RSA,Bidvest Athletic Club,06:43:35,Silver,M VET
133 / 128 / 89,53632,Phumlani, Masuku,36,RSA,Nedbank Running Club KZN,06:43:39,Silver,M SEN
134 / 129 / 90,26007,Mateus, Gomez Sacchett,24,BRA,CIA DOS CAVALOS / Exército Brasileiro,06:43:45,Silver,M SEN
135 / 130 / 91,30406,Khanyisa, Nkinkqa,34,RSA,Stella Athletic Club,06:44:18,Silver,M SEN
136 / 131 / 38,37260,Pula, Kheitsane,41,RSA,Nedbank Running Club Bloemfontein,06:44:26,Silver,M VET
137 / 132 / 92,37079,Kgabo,Ronald  Somo,31,RSA,Faranani Athletic Club,06:44:27,Silver,M SEN
138 / 133 / 39,33801,Anders, Szalkai,46,SWE,Nedbank Running Club International,06:44:32,Silver,M VET
139 / 134 / 40,50344,Njabulo, Hlatshwayo,43,RSA,Newlands Striders,06:44:39,Silver,M VET
140 / 135 / 93,28773,Joseph, Manyedi,34,RSA,Amandelbult Athletic Club,06:44:56,Silver,M SEN
141 / 136 / 94,19389,Bongani, Mthembu,36,RSA,Maxed - Kwazulu Natal,06:44:57,Silver,M SEN
142 / 137 / 95,54136,Lebohang, Mahloane,34,LES,Nedbank Running Club International,06:45:01,Silver,M SEN
143 / 138 / 41,28716,Goerge, Manamela,48,RSA,,06:45:03,Silver,M VET
144 / 139 / 96,55643,Nicholas, Mccann,32,RSA,Boksburg Athletic Club,06:45:15,Silver,M SEN
145 / 140 / 97,54130,Leonard, Koki,38,ZIM,Fitness From Africa Athletics Club,06:45:23,Silver,M SEN
146 / 141 / 42,30224,Lawrence, Tumi,41,LES,Sibanye Gold Beatrix Mine Athletic Club,06:45:26,Silver,M VET
147 / 142 / 43,16434,Mofhethi, Mfeka,41,RSA,Kearsney Striders,06:45:28,Silver,M VET
148 / 143 / 98,45878,David, Mokganya,35,RSA,Nedbank Running Club Gauteng North,06:45:59,Silver,M SEN
149 / 144 / 99,24729,Harold, Wyber,31,GBR,Woodford Green AC with Essex Ladies,06:46:27,Silver,M SEN
150 / 145 / 100,35931,Madire, Nchabeleng,34,RSA,Olifantsfontein Athletic Club,06:46:27,Silver,M SEN
151 / 146 / 101,36535,Phillip, Shezi,33,RSA,Nedbank Running Club KZN,06:46:29,Silver,M SEN
152 / 147 / 102,35918,Given, Baloyi,29,RSA,Carlton Athletic Club,06:46:44,Silver,M SEN
153 / 148 / 44,10579,Dan, Valitalo,45,SWE,Västerås LK,06:46:45,Silver,M VET
154 / 149 / 45,48852,Christopher, Mabengeza,50,RSA,Nedbank Running Club Eastern Province,06:46:51,Silver,M VET
155 / 150 / 103,40213,Denzyll, Hadebe,37,RSA,,06:46:56,Silver,M SEN
156 / 151 / 46,31054,Michael, Stocks,47,GBR,London Heathside,06:47:11,Silver,M VET
157 / 152 / 104,55832,Moven, Sikwambane,32,RSA,Nedbank Running Club LVCC Nelspruit,06:47:13,Silver,M SEN
158 / 153 / 105,35053,Anda, Lubelwana,30,RSA,Hout Bay Harriers,06:47:19,Silver,M SEN
159 / 154 / 106,37892,Raymond, Chiliza,36,RSA,Umzimkhulu Striders Athletic Club,06:47:25,Silver,M SEN
160 / 155 / 107,13018,Sithole, Motsoeneng,39,RSA,Setsing Superspar Athletic Club,06:47:52,Silver,M SEN
161 / 156 / 108,45571,Molato, Tsunyane,32,RSA,Maxed - Gauteng,06:47:55,Silver,M SEN
162 / 157 / 109,45017,Thokozani, Mhlungu,40,RSA,,06:47:58,Silver,M SEN
163 / 158 / 47,25348,Zingisile, Marikeni,41,RSA,Nedbank Running Club Eastern Province,06:47:59,Silver,M VET
164 / 159 / 110,35888,Mangoejane,Abisah  Khama,34,LES,Adventists Athletics Club,06:48:32,Silver,M SEN
165 / 160 / 111,32852,Festi, Mokgabisi,39,RSA,Klerksdorp Marathon Club,06:48:36,Silver,M SEN
166 / 161 / 48,18483,Bongane, Zwane,43,RSA,Nedbank Running Club Johannesburg,06:48:37,Silver,M VET
167 / 162 / 112,20226,Jaco, Brummer,39,RSA,KPMG Running Club - CG,06:48:50,Silver,M SEN
168 / 6 / 5,57282,Kerry-Ann, Marshall,32,RSA,KPMG Running Club - WP,06:48:51,Gold,F SEN
169 / 163 / 113,52029,Zakhe, Dlamini,38,RSA,Kwa-Mashu Athletic Club,06:48:52,Silver,M SEN
170 / 164 / 49,32701,Daniel, Oralek,46,CZE,Nedbank Running Club International,06:49:07,Silver,M VET
171 / 165 / 114,18268,Simon, Maroga,34,RSA,Samancor Chrome Marathon Club - Limpopo,06:49:16,Silver,M SEN
172 / 166 / 115,37125,Oliver, Kandiero,38,ZIM,Maxed - International,06:49:19,Silver,M SEN
173 / 167 / 116,53255,Andries, Ngwenya,34,RSA,Germiston Callies Harriers,06:49:54,Silver,M SEN
174 / 168 / 50,21458,Zwelithini, Vaphi,45,RSA,Germiston Callies Harriers,06:49:54,Silver,M VET
175 / 169 / 51,43194,Wandisile, Nongodlwana,41,RSA,Team Vitality - CG,06:50:03,Silver,M VET
176 / 170 / 117,13663,Raymond,Tapfumanei  Manunure,31,ZIM,Hillcrest Villagers Athletic Club,06:50:06,Silver,M SEN
177 / 171 / 118,28371,Bonginkosi, Mayezana,36,RSA,Maxed - Kwazulu Natal,06:50:12,Silver,M SEN
178 / 7 / 1,35453,Colleen, De Reuck,52,RSA,KPMG Running Club - AGN,06:50:21,Gold,F MAS
179 / 172 / 119,30876,Albert, Phungula,37,RSA,Nedbank Running Club KZN,06:50:49,Silver,M SEN
180 / 173 / 120,31450,Frans,S  Mogashoa,31,RSA,Wingate Road Runners,06:50:53,Silver,M SEN
181 / 174 / 121,22206,Collin, Parura,31,ZIM,Nedbank Running Club International,06:50:55,Silver,M SEN
182 / 175 / 122,35962,Elias, Lekgethwane,29,RSA,Ebenezer Athletic Club,06:50:56,Silver,M SEN
183 / 176 / 123,14935,Renat, Shagabutdinov,26,RUS,,06:51:05,Silver,M SEN
184 / 177 / 124,59114,Nkosinathi,Emmanuel  Jila,29,RSA,Checkout Verulam Falcons,06:51:20,Silver,M SEN
185 / 178 / 52,11203,Justice, Nkosi,43,RSA,Phuma KZN,06:51:30,Silver,M VET
186 / 179 / 125,10678,Bhekani, Ngcobo,31,RSA,Mafukuzela Athletic Club,06:51:48,Silver,M SEN
187 / 180 / 126,34665,Lucky, Mosikili,28,RSA,Nedbank Running Club Gauteng North,06:52:07,Silver,M SEN
188 / 181 / 127,13650,Zamokuhle, Mbanjwa,33,RSA,Nedbank Running Club KZN,06:52:13,Silver,M SEN
189 / 182 / 128,52950,Bonginkosi, Noluhlazana,38,RSA,Cheetahs Athletic Club,06:52:21,Silver,M SEN
190 / 183 / 129,58570,Paul, Pitco,38,RSA,Benoni Northerns Athletics Club,06:52:28,Silver,M SEN
191 / 184 / 130,36328,Professor, Ncube,29,ZIM,Soul City Athletic Club,06:52:40,Silver,M SEN
192 / 185 / 53,37535,Michael, Ndlovu,49,RSA,Ethekwini Athletic Club,06:52:47,Silver,M VET
193 / 186 / 131,36682,Koena, Kgole,34,RSA,Unisa Athletic Club,06:52:58,Silver,M SEN
194 / 187 / 132,32105,Byron, Benson,35,RSA,Rand Road Warriors,06:53:14,Silver,M SEN
195 / 188 / 133,59782,Jabulani,Amos  Shishani,36,RSA,Amanzimtoti Athletic Club,06:53:36,Silver,M SEN
196 / 189 / 134,26754,Bhekisisa, Luthuli,32,RSA,NRB Harriers Athletic Club,06:53:43,Silver,M SEN
197 / 190 / 135,19563,Bennie, Roux,38,RSA,Nedbank Running Club Gauteng North,06:53:55,Silver,M SEN
198 / 191 / 54,22113,Glyn, Rynhoud,46,RSA,Alberton Amateur Athletic Club,06:54:24,Silver,M VET
199 / 192 / 136,23970,Bernard, Dandadzi,34,ZIM,Lobels Link Africa AC,06:54:39,Silver,M SEN
200 / 193 / 55,49162,Nhlanhla, Khanyile,45,RSA,SANDF Athletic Club - KZN,06:54:59,Silver,M VET
201 / 194 / 137,40862,Fantastic, Makhubele,35,RSA,Atteridgeville Juluka Diggers Road Runners,06:54:59,Silver,M SEN
202 / 195 / 56,33276,Sipho, Mahlangu,45,RSA,CAPE MULTISPORT CLUB EDEN,06:55:04,Silver,M VET
203 / 196 / 138,41876,Siyabonga, Nyawo,34,RSA,Correctional Services  - KZN,06:55:08,Silver,M SEN
204 / 197 / 139,21971,Frans, Mola,38,RSA,South Deep Athletic Club,06:55:24,Silver,M SEN
205 / 198 / 140,27495,Stoki, Dlamini,39,RSA,Amanzimtoti Athletic Club,06:55:33,Silver,M SEN
206 / 199 / 141,27472,Gary, Paul,34,RSA,Sunninghill Striders Running Club,06:55:46,Silver,M SEN
207 / 200 / 142,33616,Blessing, Kunene,37,SWZ,Zithande,06:55:51,Silver,M SEN
208 / 201 / 143,47013,Calvin, Malatji,28,RSA,Pietersburg Road Runners,06:55:57,Silver,M SEN
209 / 202 / 144,43195,Mongalo,Johannes  Mogoane,34,RSA,Samancor Chrome Marathon Club - Limpopo,06:56:05,Silver,M SEN
210 / 203 / 57,36327,Godrich,Peter  Masia,48,RSA,Rand Athletic Club,06:56:14,Silver,M VET
211 / 204 / 145,25803,Sphelele, Mkhize,24,RSA,Gods Golden Acre Athletic Club,06:56:15,Silver,M SEN
212 / 205 / 146,11306,Alexander, Rammiki,36,LES,Lobels Link Africa AC,06:56:18,Silver,M SEN
213 / 206 / 58,50644,Shaun, Winkler,43,RSA,Benoni Northerns Athletics Club,06:56:19,Silver,M VET
214 / 207 / 147,35958,Siyabonga, Ntombela,31,RSA,Ubunye Athletic Club,06:56:23,Silver,M SEN
214 / 207 / 147,35958,Siyabonga,Steven  Ntombela,31,RSA,UBUNYE ATHLETIC CLUB,06:56:23,Silver,M SEN
215 / 208 / 59,38127,Madimetsa,Solomon  Tema,44,RSA,Cool Running Athletics Club,06:56:26,Silver,M VET
216 / 209 / 60,28740,Lentikile, Kgaswane,41,RSA,Nedbank Running Club Central North West,06:56:32,Silver,M VET
216 / 8 / 6,55780,Fikile, Mbuthuma,36,RSA,Nedbank Running Club KZN,06:56:32,Gold,F SEN
218 / 210 / 61,9739,Paul, Eichert,46,RSA,DHS Old Boys,06:56:37,Silver,M VET
219 / 211 / 148,29166,Calvin,Shoke  Matekola,37,RSA,Ricoh Athletic Club,06:56:37,Silver,M SEN
220 / 212 / 149,43221,Mthetho, Mntungwa,40,RSA,Nedbank Running Club Johannesburg,06:56:41,Silver,M SEN
221 / 213 / 62,22611,Alfred, Matema,47,RSA,Irene Athletics Club,06:56:52,Silver,M VET
222 / 214 / 150,42512,Tichafara,Silence  Kamoto,31,ZIM,Ethekwini Athletic Club,06:56:52,Silver,M SEN
223 / 215 / 151,45001,Mark, Dunham,36,GBR,Collegian Harriers,06:57:03,Silver,M SEN
224 / 216 / 152,15264,Stephen, Madiye,38,RSA,Tzaneen Marathon Club,06:57:09,Silver,M SEN
225 / 217 / 63,59397,Johnny, Mokgoko,44,RSA,Daveyton Hearts Athletic Club,06:57:23,Silver,M VET
226 / 218 / 64,56710,Simon, Tjantjies,43,RSA,Live Athletic Club,06:57:29,Silver,M VET
227 / 219 / 65,15340,Moris,Tamsanqa  Mbanjwa,41,RSA,SAPS Striders,06:57:46,Silver,M VET
228 / 220 / 66,48874,Prince, Mathumbu,42,RSA,Corobrik Athletic Club,06:57:49,Silver,M VET
229 / 221 / 153,55953,Nkosinathi, Ngcongo,40,RSA,Stella Athletic Club,06:58:07,Silver,M SEN
230 / 222 / 67,39354,Kotelo, Kali,46,LES,Sibanye Gold Beatrix Mine Athletic Club,06:58:08,Silver,M VET
231 / 223 / 68,17446,Petrus, Ndlovu,46,RSA,Onderberg Marathon Club,06:58:09,Silver,M VET
232 / 9 / 2,52266,Julanie, Basson,42,RSA,Born 2 Run Athletic Club - CG,06:58:10,Gold,F VET
233 / 224 / 69,32118,Phika, Sikhosana,48,RSA,Vaal Reefs Marathon Club,06:58:10,Silver,M VET
234 / 225 / 70,51317,Dirk, Ligthelm,44,RSA,Tuks Road Runners Club,06:58:23,Silver,M VET
235 / 226 / 154,39194,Thulani,Happy  Hlongwane,29,RSA,Anglo American Thermal Coal Athletic Club,06:58:25,Silver,M SEN
236 / 227 / 155,14159,Ryan, Eichstadt,29,RSA,Team Vitality - CG,06:58:26,Silver,M SEN
237 / 228 / 3,35554,Pienas,Mpine  Magashule,53,RSA,Polokwane Athletic Club,06:58:33,Silver,M MAS
